student	vak	activiteit	zaal	dag	tijdslot
Koudijs Cherissa	Lineaire Algebra	Lecture	A1.10		
Krabbe Fynn	Interactie-ontwerp	Lecture	A1.04	di	15-17
Krabbe Fynn	Interactie-ontwerp	Lecture	A1.04	di	11-13
Krabbe Fynn	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Kreijkes Nikie	Lineaire Algebra	Lecture	A1.10		
Kreijkes Nikie	Lineaire Algebra	Lecture	A1.10		
Krikke Do?ukan	Compilerbouw practicum	Lab	A1.08	wo	13-15
Kroonen Corry	Bioinformatica	Lecture	B0.201	di	9-11
Kroonen Corry	Bioinformatica	Lecture	B0.201	wo	13-15
Kroonen Corry	Bioinformatica	Lecture	B0.201	wo	15-17
Kroonen Corry	Bioinformatica	Tutorial	A1.08	do	9-11
Kroonen Corry	Bioinformatica	Lab	A1.08	do	11-13
Kroonen Corry	Databases 2	Lecture	C0.110		
Kroonen Corry	Databases 2	Tutorial	A1.04		
Kropman Ngoc	Kansrekenen 2	Lecture	C0.110		
Kropman Ngoc	Kansrekenen 2	Lecture	C0.110		
Kros Vincent	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Kros Vincent	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Kros Vincent	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Kros Vincent	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Kros Vincent	Collectieve Intelligentie	Lab	A1.08	do	15-17
Kuijpers Resul	Autonomous Agents 2	Lecture	A1.06	di	15-17
Kuijpers Resul	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Kuijpers Resul	Autonomous Agents 2	Tutorial	A1.08	ma	15-17
Kuijpers Resul	Autonomous Agents 2	Lab	A1.08	wo	11-13
Kuijpers Resul	Bioinformatica	Lecture	B0.201	di	9-11
Kuijpers Resul	Bioinformatica	Lecture	B0.201	wo	13-15
Kuijpers Resul	Bioinformatica	Lecture	B0.201	wo	15-17
Kuijpers Resul	Bioinformatica	Tutorial	A1.08	do	9-11
Kuijpers Resul	Bioinformatica	Lab	A1.08	do	11-13
Kuijpers Resul	Software engineering	Lecture	C0.110		
Kuijpers Resul	Software engineering	Tutorial	A1.04		
Kuijpers Resul	Software engineering	Lab	A1.04		
Kwantes Machteld	Heuristieken 1	Lecture	B0.201		
Kwantes Machteld	Heuristieken 1	Tutorial	A1.06	vr	13-15
Kwee Esperanza	Kansrekenen 2	Lecture	C0.110		
Kwee Esperanza	Kansrekenen 2	Lecture	C0.110		
Lagendijk Nadeem	Calculus 2	Lecture	C0.110	vr	9-11
Lagendijk Nadeem	Calculus 2	Tutorial	A1.04	do	13-15
Lagendijk Nadeem	Kansrekenen 2	Lecture	C0.110		
Lagendijk Nadeem	Kansrekenen 2	Lecture	C0.110		
Laman Christianus	Calculus 2	Lecture	C0.110	vr	9-11
Laman Christianus	Calculus 2	Tutorial	A1.04	wo	9-11
Laman Christianus	Compilerbouw practicum	Lab	A1.08	vr	15-17
Laman Christianus	Webprogrammeren en databases	Lecture	A1.04		
Laman Christianus	Webprogrammeren en databases	Lecture	A1.04		
Laman Christianus	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Laman Christianus	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Lamme Mathyn	Heuristieken 1	Lecture	B0.201		
Lamme Mathyn	Heuristieken 1	Tutorial	A1.06	vr	13-15
Lamme Mathyn	Heuristieken 2	Lecture	A1.04	do	15-17
Lamme Mathyn	Heuristieken 2	Tutorial	A1.08	vr	11-13
Lantinga Buck	Advanced Heuristics	Lecture	A1.08	ma	9-11
Lantinga Buck	Advanced Heuristics	Lab	A1.08	ma	11-13
Lantinga Buck	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Lantinga Buck	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Lantinga Buck	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Lantinga Buck	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Lantinga Buck	Collectieve Intelligentie	Lab	A1.08	do	15-17
Lantinga Buck	Interactie-ontwerp	Lecture	A1.04	di	15-17
Lantinga Buck	Interactie-ontwerp	Lecture	A1.04	di	11-13
Lantinga Buck	Technology for games	Lecture	A1.04		
Lantinga Buck	Technology for games	Lecture	A1.04		
Lantinga Buck	Technology for games	Tutorial	A1.08	wo	9-11
Lantinga Buck	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Lathouwers Hanan	Bioinformatica	Lecture	B0.201	di	9-11
Lathouwers Hanan	Bioinformatica	Lecture	B0.201	wo	13-15
Lathouwers Hanan	Bioinformatica	Lecture	B0.201	wo	15-17
Lathouwers Hanan	Bioinformatica	Tutorial	A1.08	di	15-17
Lathouwers Hanan	Bioinformatica	Lab	A1.08	do	13-15
Lathouwers Hanan	Compilerbouw practicum	Lab	A1.08	vr	15-17
Lathouwers Hanan	Project Numerical Recipes	Lab	A1.08	ma	13-15
Lathouwers Hanan	Software engineering	Lecture	C0.110		
Lathouwers Hanan	Software engineering	Tutorial	A1.04		
Lathouwers Hanan	Software engineering	Lab	A1.04		
Lathouwers Mouna	Bioinformatica	Lecture	B0.201	di	9-11
Lathouwers Mouna	Bioinformatica	Lecture	B0.201	wo	13-15
Lathouwers Mouna	Bioinformatica	Lecture	B0.201	wo	15-17
Lathouwers Mouna	Bioinformatica	Tutorial	A1.08	di	15-17
Lathouwers Mouna	Bioinformatica	Lab	A1.08	do	13-15
Lathouwers Mouna	Databases 2	Lecture	C0.110		
Lathouwers Mouna	Databases 2	Tutorial	A1.04		
Lathouwers Mouna	Moderne Databases	Lecture	A1.10		
Lathouwers Mouna	Moderne Databases	Tutorial	A1.08	ma	13-15
Lathouwers Mouna	Moderne Databases	Lab	A1.08	do	15-17
Lau Yvan	Lineaire Algebra	Lecture	A1.10		
Lau Yvan	Lineaire Algebra	Lecture	A1.10		
Laurijssen Seyed	Advanced Heuristics	Lecture	A1.08	ma	9-11
Laurijssen Seyed	Advanced Heuristics	Lab	A1.08	ma	11-13
Laurijssen Seyed	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Leemburg Mellisa	Advanced Heuristics	Lecture	A1.08	ma	9-11
Leemburg Mellisa	Advanced Heuristics	Lab	A1.08	ma	11-13
Leemburg Mellisa	Calculus 2	Lecture	C0.110	vr	9-11
Leemburg Mellisa	Calculus 2	Tutorial	A1.04	wo	9-11
Leemburg Mellisa	Databases 2	Lecture	C0.110		
Leemburg Mellisa	Databases 2	Tutorial	A1.04		
Leemburg Mellisa	Programmeren in Java 2	Lab	A1.08	di	11-13
Leidelmeijer Rein	Lineaire Algebra	Lecture	A1.10		
Leidelmeijer Rein	Lineaire Algebra	Lecture	A1.10		
Leidelmeijer Rein	Moderne Databases	Lecture	A1.10		
Leidelmeijer Rein	Moderne Databases	Tutorial	A1.08	ma	13-15
Leidelmeijer Rein	Moderne Databases	Lab	A1.08	do	15-17
Leidelmeijer Rein	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Leijen Bjrn	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Leijen Bjrn	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Leijen Bjrn	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Leijen Bjrn	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Leijen Bjrn	Collectieve Intelligentie	Lab	A1.08	do	15-17
Leijen Bjrn	Software engineering	Lecture	C0.110		
Leijen Bjrn	Software engineering	Tutorial	A1.04		
Leijen Bjrn	Software engineering	Lab	A1.04		
Leijenaar Jory	Compilerbouw practicum	Lab	A1.08	vr	15-17
Leijenaar Jory	Project Genetic Algorithms	Lab	A1.08		
Lemaire Haroun	Bioinformatica	Lecture	B0.201	di	9-11
Lemaire Haroun	Bioinformatica	Lecture	B0.201	wo	13-15
Lemaire Haroun	Bioinformatica	Lecture	B0.201	wo	15-17
Lemaire Haroun	Bioinformatica	Tutorial	A1.08	di	15-17
Lemaire Haroun	Bioinformatica	Lab	A1.08	do	13-15
Lemaire Haroun	Calculus 2	Lecture	C0.110	vr	9-11
Lemaire Haroun	Calculus 2	Tutorial	A1.04	wo	9-11
Lemaire Haroun	Software engineering	Lecture	C0.110		
Lemaire Haroun	Software engineering	Tutorial	A1.04		
Lemaire Haroun	Software engineering	Lab	A1.04		
Lems Nadge	Databases 2	Lecture	C0.110		
Lems Nadge	Databases 2	Tutorial	A1.04		
Lems Nadge	Programmeren in Java 2	Lab	A1.08	di	11-13
Lems Nadge	Reflectie op de digitale cultuur	Lecture	A1.10		
Lems Nadge	Reflectie op de digitale cultuur	Lecture	A1.10		
Lems Nadge	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Lentz Sanne	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
Lentz Sanne	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
Lentz Sanne	Databases 2	Lecture	C0.110		
Lentz Sanne	Databases 2	Tutorial	A1.04		
Lentz Sanne	Technology for games	Lecture	A1.04		
Lentz Sanne	Technology for games	Lecture	A1.04		
Lentz Sanne	Technology for games	Tutorial	A1.08	wo	9-11
Lentz Sanne	Webprogrammeren en databases	Lecture	A1.04		
Lentz Sanne	Webprogrammeren en databases	Lecture	A1.04		
Lentz Sanne	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Lentz Sanne	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Levels Federico	Compilerbouw	Lecture	C0.110	ma	11-13
Levels Federico	Compilerbouw	Lecture	C0.110	vr	13-15
Levels Federico	Compilerbouw	Tutorial	A1.04	ma	9-11
Levels Federico	Compilerbouw	Lab	A1.04		
Levels Federico	Compilerbouw practicum	Lab	A1.08	vr	15-17
Levels Federico	Moderne Databases	Lecture	A1.10		
Levels Federico	Moderne Databases	Tutorial	A1.08	ma	13-15
Levels Federico	Moderne Databases	Lab	A1.08	do	15-17
Liebregts Chi	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Liebregts Chi	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Liebregts Chi	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Liebregts Chi	Compilerbouw practicum	Lab	A1.08	vr	15-17
Lima Maurice	Compilerbouw practicum	Lab	A1.08	vr	15-17
Lima Maurice	Project Genetic Algorithms	Lab	A1.08		
Lindhout Hetty	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Lindhout Hetty	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Lindhout Hetty	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Lindhout Hetty	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Lindhout Hetty	Collectieve Intelligentie	Lab	A1.08	do	15-17
Lindhout Hetty	Heuristieken 1	Lecture	B0.201		
Lindhout Hetty	Heuristieken 1	Tutorial	A1.06	vr	13-15
Lindhout Hetty	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Loeffen Dingenus	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Lohuis Wannes	Compilerbouw	Lecture	C0.110	ma	11-13
Lohuis Wannes	Compilerbouw	Lecture	C0.110	vr	13-15
Lohuis Wannes	Compilerbouw	Tutorial	A1.04	ma	9-11
Lohuis Wannes	Compilerbouw	Lab	A1.04		
Looij Malcolm	Calculus 2	Lecture	C0.110	vr	9-11
Looij Malcolm	Calculus 2	Tutorial	A1.04	wo	9-11
Looij Malcolm	Databases 2	Lecture	C0.110		
Looij Malcolm	Databases 2	Tutorial	A1.04		
Looij Malcolm	Lineaire Algebra	Lecture	A1.10		
Looij Malcolm	Lineaire Algebra	Lecture	A1.10		
Lopez Fredrika	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Lopez Fredrika	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Lopez Fredrika	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Lopez Fredrika	Software engineering	Lecture	C0.110		
Lopez Fredrika	Software engineering	Tutorial	A1.04		
Lopez Fredrika	Software engineering	Lab	A1.04		
Lugthart Sherwin	Calculus 2	Lecture	C0.110	vr	9-11
Lugthart Sherwin	Calculus 2	Tutorial	A1.04	wo	9-11
Luten Yi	Calculus 2	Lecture	C0.110	vr	9-11
Luten Yi	Calculus 2	Tutorial	A1.04	wo	9-11
Luten Yi	Compilerbouw practicum	Lab	A1.08	vr	15-17
Luten Yi	Heuristieken 2	Lecture	A1.04	do	15-17
Luten Yi	Heuristieken 2	Tutorial	A1.08	vr	11-13
Luten Yi	Kansrekenen 2	Lecture	C0.110		
Luten Yi	Kansrekenen 2	Lecture	C0.110		
Luten Yi	Programmeren in Java 2	Lab	A1.08	di	11-13
Luth Math	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Luth Math	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Machielsen Pim	Kansrekenen 2	Lecture	C0.110		
Machielsen Pim	Kansrekenen 2	Lecture	C0.110		
Majoor Valry	Bioinformatica	Lecture	B0.201	di	9-11
Majoor Valry	Bioinformatica	Lecture	B0.201	wo	13-15
Majoor Valry	Bioinformatica	Lecture	B0.201	wo	15-17
Majoor Valry	Bioinformatica	Tutorial	A1.08	di	15-17
Majoor Valry	Bioinformatica	Lab	A1.08	do	13-15
Majoor Valry	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Majoor Valry	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Majoor Valry	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Majoor Valry	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Majoor Valry	Collectieve Intelligentie	Lab	A1.08	do	15-17
Majoor Valry	Compilerbouw	Lecture	C0.110	ma	11-13
Majoor Valry	Compilerbouw	Lecture	C0.110	vr	13-15
Majoor Valry	Compilerbouw	Tutorial	A1.04	ma	9-11
Majoor Valry	Compilerbouw	Lab	A1.04		
Majoor Valry	Kansrekenen 2	Lecture	C0.110		
Majoor Valry	Kansrekenen 2	Lecture	C0.110		
Malestein Dorenda	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Malestein Dorenda	Kansrekenen 2	Lecture	C0.110		
Malestein Dorenda	Kansrekenen 2	Lecture	C0.110		
Malestein Dorenda	Lineaire Algebra	Lecture	A1.10		
Malestein Dorenda	Lineaire Algebra	Lecture	A1.10		
Malestein Dorenda	Software engineering	Lecture	C0.110		
Malestein Dorenda	Software engineering	Tutorial	A1.04		
Malestein Dorenda	Software engineering	Lab	A1.04		
Melis Noelle	Project Genetic Algorithms	Lab	A1.08		
Menke Noud	Compilerbouw	Lecture	C0.110	ma	11-13
Menke Noud	Compilerbouw	Lecture	C0.110	vr	13-15
Menke Noud	Compilerbouw	Tutorial	A1.04	ma	9-11
Menke Noud	Compilerbouw	Lab	A1.04		
Menke Noud	Programmeren in Java 2	Lab	A1.08	di	11-13
Menke Noud	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Metselaar Bodie	Bioinformatica	Lecture	B0.201	di	9-11
Metselaar Bodie	Bioinformatica	Lecture	B0.201	wo	13-15
Metselaar Bodie	Bioinformatica	Lecture	B0.201	wo	15-17
Metselaar Bodie	Bioinformatica	Tutorial	A1.08	di	15-17
Metselaar Bodie	Bioinformatica	Lab	A1.08	do	13-15
Metselaar Bodie	Compilerbouw	Lecture	C0.110	ma	11-13
Metselaar Bodie	Compilerbouw	Lecture	C0.110	vr	13-15
Metselaar Bodie	Compilerbouw	Tutorial	A1.04	ma	9-11
Metselaar Bodie	Compilerbouw	Lab	A1.04		
Metselaar Bodie	Project Genetic Algorithms	Lab	A1.08		
Metzelaar Miquel	Calculus 2	Lecture	C0.110	vr	9-11
Metzelaar Miquel	Calculus 2	Tutorial	A1.04	wo	9-11
Metzelaar Miquel	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Metzelaar Miquel	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Metzelaar Miquel	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Metzelaar Miquel	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Metzelaar Miquel	Collectieve Intelligentie	Lab	A1.08	do	15-17
Metzelaar Miquel	Programmeren in Java 2	Lab	A1.08	di	11-13
Meulmeester Roan	Autonomous Agents 2	Lecture	A1.06	di	15-17
Meulmeester Roan	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Meulmeester Roan	Autonomous Agents 2	Tutorial	A1.08	ma	15-17
Meulmeester Roan	Autonomous Agents 2	Lab	A1.08	wo	11-13
Meulmeester Roan	Lineaire Algebra	Lecture	A1.10		
Meulmeester Roan	Lineaire Algebra	Lecture	A1.10		
Meulmeester Roan	Project Genetic Algorithms	Lab	A1.08		
Meulmeester Roan	Software engineering	Lecture	C0.110		
Meulmeester Roan	Software engineering	Tutorial	A1.04		
Meulmeester Roan	Software engineering	Lab	A1.04		
Middel Myron	Advanced Heuristics	Lecture	A1.08	ma	9-11
Middel Myron	Advanced Heuristics	Lab	A1.08	ma	13-15
Middel Myron	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
Middel Myron	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
Miedema Maron	Moderne Databases	Lecture	A1.10		
Miedema Maron	Moderne Databases	Tutorial	A1.08	ma	13-15
Miedema Maron	Moderne Databases	Lab	A1.08	do	15-17
Miedema Maron	Project Genetic Algorithms	Lab	A1.08		
Miedema Maron	Software engineering	Lecture	C0.110		
Miedema Maron	Software engineering	Tutorial	A1.04		
Miedema Maron	Software engineering	Lab	A1.04		
Mijnheer Marcellus	Calculus 2	Lecture	C0.110	vr	9-11
Mijnheer Marcellus	Calculus 2	Tutorial	A1.04	wo	9-11
Mijnheer Marcellus	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Mijnheer Marcellus	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Mijnheer Marcellus	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Mijnheer Marcellus	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Mijnheer Marcellus	Collectieve Intelligentie	Lab	A1.08	do	15-17
Mijnheer Marcellus	Heuristieken 1	Lecture	B0.201		
Mijnheer Marcellus	Heuristieken 1	Tutorial	A1.06	vr	13-15
Mijnheer Marcellus	Software engineering	Lecture	C0.110		
Mijnheer Marcellus	Software engineering	Tutorial	A1.04		
Mijnheer Marcellus	Software engineering	Lab	A1.04		
Milder Eyup	Calculus 2	Lecture	C0.110	vr	9-11
Milder Eyup	Calculus 2	Tutorial	A1.04	wo	9-11
Milder Oliver	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
Milder Oliver	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
Milder Oliver	Calculus 2	Lecture	C0.110	vr	9-11
Milder Oliver	Calculus 2	Tutorial	A1.04	wo	9-11
Milder Oliver	Heuristieken 2	Lecture	A1.04	do	15-17
Milder Oliver	Heuristieken 2	Tutorial	A1.08	vr	11-13
Milder Oliver	Project Genetic Algorithms	Lab	A1.08		
Modderkolk Jo-Anne	Bioinformatica	Lecture	B0.201	di	9-11
Modderkolk Jo-Anne	Bioinformatica	Lecture	B0.201	wo	13-15
Modderkolk Jo-Anne	Bioinformatica	Lecture	B0.201	wo	15-17
Modderkolk Jo-Anne	Bioinformatica	Tutorial	A1.08	di	15-17
Modderkolk Jo-Anne	Bioinformatica	Lab	A1.08	do	13-15
Modderkolk Jo-Anne	Databases 2	Lecture	C0.110		
Modderkolk Jo-Anne	Databases 2	Tutorial	A1.04		
Modderkolk Jo-Anne	Heuristieken 1	Lecture	B0.201		
Modderkolk Jo-Anne	Heuristieken 1	Tutorial	A1.06	vr	13-15
Modderkolk Jo-Anne	Kansrekenen 2	Lecture	C0.110		
Modderkolk Jo-Anne	Kansrekenen 2	Lecture	C0.110		
Modderkolk Jo-Anne	Programmeren in Java 2	Lab	A1.08	di	11-13
Modderkolk Jorren	Advanced Heuristics	Lecture	A1.08	ma	9-11
Modderkolk Jorren	Advanced Heuristics	Lab	A1.08	ma	13-15
Modderkolk Jorren	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
Modderkolk Jorren	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
Modderkolk Jorren	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Modderkolk Jorren	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Modderkolk Jorren	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Modderkolk Jorren	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Modderkolk Jorren	Collectieve Intelligentie	Lab	A1.08	do	15-17
Modderkolk Jorren	Webprogrammeren en databases	Lecture	A1.04		
Modderkolk Jorren	Webprogrammeren en databases	Lecture	A1.04		
Modderkolk Jorren	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Modderkolk Jorren	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Moes Lisse	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Moes Lisse	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Moes Lisse	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Moes Lisse	Calculus 2	Lecture	C0.110	vr	9-11
Moes Lisse	Calculus 2	Tutorial	A1.04	wo	9-11
Moes Lisse	Compilerbouw practicum	Lab	A1.08	vr	15-17
Moes Lisse	Programmeren in Java 2	Lab	A1.08	di	11-13
Moeskops Antonetta	Machine Learning	Lecture	A1.06		
Moeskops Antonetta	Machine Learning	Lecture	A1.06		
Moeskops Antonetta	Programmeren in Java 2	Lab	A1.08	di	11-13
Mok Lamia	Kansrekenen 2	Lecture	C0.110		
Mok Lamia	Kansrekenen 2	Lecture	C0.110		
Mok Lamia	Project Numerical Recipes	Lab	A1.08	ma	13-15
Mok Lamia	Software engineering	Lecture	C0.110		
Mok Lamia	Software engineering	Tutorial	A1.04		
Mok Lamia	Software engineering	Lab	A1.04		
Mol Sonny	Programmeren in Java 2	Lab	A1.08	di	11-13
Mol Sonny	Software engineering	Lecture	C0.110		
Mol Sonny	Software engineering	Tutorial	A1.04		
Mol Sonny	Software engineering	Lab	A1.04		
Mullenders Shannon	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Mullenders Shannon	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Mullenders Shannon	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Mullenders Shannon	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Mullenders Shannon	Collectieve Intelligentie	Lab	A1.08	do	15-17
Mullenders Shannon	Kansrekenen 2	Lecture	C0.110		
Mullenders Shannon	Kansrekenen 2	Lecture	C0.110		
Munsters Doetje	Kansrekenen 2	Lecture	C0.110		
Munsters Doetje	Kansrekenen 2	Lecture	C0.110		
Mutsaers Callista	Compilerbouw practicum	Lab	A1.08	vr	15-17
Nagel Claudine	Programmeren in Java 2	Lab	A1.08	di	11-13
Neve Fauve	Technology for games	Lecture	A1.04		
Neve Fauve	Technology for games	Lecture	A1.04		
Neve Fauve	Technology for games	Tutorial	A1.08		
Nieman Randell	Technology for games	Lecture	A1.04		
Nieman Randell	Technology for games	Lecture	A1.04		
Nieman Randell	Technology for games	Tutorial	A1.08		
Nieuwenhuizen Jurrit	Webprogrammeren en databases	Lecture	A1.04		
Nieuwenhuizen Jurrit	Webprogrammeren en databases	Lecture	A1.04		
Nieuwenhuizen Jurrit	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Nieuwenhuizen Jurrit	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Niezen Inas	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Niezen Inas	Algoritmen en complexiteit	Tutorial	A1.06	ma	15-17
Niezen Inas	Algoritmen en complexiteit	Lab	A1.06	di	9-11
Nijs Vesna	Moderne Databases	Lecture	A1.10		
Nijs Vesna	Moderne Databases	Tutorial	A1.08	ma	13-15
Nijs Vesna	Moderne Databases	Lab	A1.08	do	15-17
Noordhuis Harry	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Noordhuis Harry	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Noordzij Julit	Calculus 2	Lecture	C0.110	vr	9-11
Noordzij Julit	Calculus 2	Tutorial	A1.04	wo	9-11
Noordzij Julit	Kansrekenen 2	Lecture	C0.110		
Noordzij Julit	Kansrekenen 2	Lecture	C0.110		
Noordzij Julit	Moderne Databases	Lecture	A1.10		
Noordzij Julit	Moderne Databases	Tutorial	A1.08	ma	13-15
Noordzij Julit	Moderne Databases	Lab	A1.08	do	15-17
Noot Henricus	Programmeren in Java 2	Lab	A1.08	di	11-13
Notermans Inger	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Notermans Inger	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Notermans Inger	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Notermans Inger	Collectieve Intelligentie	Tutorial	A1.08	vr	11-13
Notermans Inger	Collectieve Intelligentie	Lab	A1.08	do	15-17
Notermans Inger	Databases 2	Lecture	C0.110		
Notermans Inger	Databases 2	Tutorial	A1.04		
Notermans Inger	Project Numerical Recipes	Lab	A1.08	ma	13-15
Notermans Inger	Reflectie op de digitale cultuur	Lecture	A1.10		
Notermans Inger	Reflectie op de digitale cultuur	Lecture	A1.10		
Notermans Inger	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Nuiten Geurt	Heuristieken 1	Lecture	B0.201		
Nuiten Geurt	Heuristieken 1	Tutorial	A1.06	vr	13-15
Nuiten Geurt	Lineaire Algebra	Lecture	A1.10		
Nuiten Geurt	Lineaire Algebra	Lecture	A1.10		
Nuiten Geurt	Software engineering	Lecture	C0.110		
Nuiten Geurt	Software engineering	Tutorial	A1.04		
Nuiten Geurt	Software engineering	Lab	A1.04		
Numan Lee	Calculus 2	Lecture	C0.110	vr	9-11
Numan Lee	Calculus 2	Tutorial	A1.04	wo	9-11
Numan Lee	Databases 2	Lecture	C0.110		
Numan Lee	Databases 2	Tutorial	A1.04		
Odijk Rieke	Compilerbouw	Lecture	C0.110	ma	11-13
Odijk Rieke	Compilerbouw	Lecture	C0.110	vr	13-15
Odijk Rieke	Compilerbouw	Tutorial	A1.04	ma	9-11
Odijk Rieke	Compilerbouw	Lab	A1.04		
Odijk Rieke	Moderne Databases	Lecture	A1.10		
Odijk Rieke	Moderne Databases	Tutorial	A1.08	ma	13-15
Odijk Rieke	Moderne Databases	Lab	A1.08	do	15-17
Okkerse Seb	Machine Learning	Lecture	A1.06		
Okkerse Seb	Machine Learning	Lecture	A1.06		
Ooijen Steijn	Calculus 2	Lecture	C0.110	vr	9-11
Ooijen Steijn	Calculus 2	Tutorial	A1.04	wo	9-11
Ooijen Steijn	Databases 2	Lecture	C0.110		
Ooijen Steijn	Databases 2	Tutorial	A1.04		
Ooijen Steijn	Project Genetic Algorithms	Lab	A1.08		
Oosterbeek Rins	Data Mining	Lecture	A1.04		
Oosterbeek Rins	Data Mining	Lecture	A1.04		
Oosterbeek Rins	Data Mining	Tutorial	A1.08	di	11-13
Oosterbeek Rins	Data Mining	Lab	A1.08	di	13-15
Oosterbeek Rins	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
